PlantID,Site,Easting,Northing,Operator,Sector, Emission ,Region
8790,Royal Bournemouth Hospital,412680,94120,Estates Department - Royal Bournemouth Hospital,Public administration,978.6139939,England
8964,University Hospital of North Durham,426200,543800,Haden Building Management Ltd,Public administration,972.7236897,England
8775,Torbay Hospital,290000,65830,South Devon Healthcare NHS Trust,Public administration,967.636706,England
8773,Royal Lancaster Infirmary,347780,461100,Morecambe Bay Hospitals NHS Trust,Public administration,953.6608836,England
9631,Rotherham General Hospital,443715,390953,The Rotherham NHS Foundation Trust,Public administration,943.8272727,England
8808,St. Mary's Hospital,449439,90487,Isle of Wight Healthcare NHS Trust,Public administration,916.0692255,England
9028,Falkirk,228800,667980,Falkirk & District Royal Infirmary,Public administration,914.7272727,Scotland
9611,Queens Hospital,551300,187700,Barking Havering & Redbridge Hospitals NHS Trust,Public administration,903.6931936,England
9035,Riccarton,317500,669200,Heriot Watt University,Public administration,894.8181818,Scotland
13052,Pindersfields Hospital,434076,422118,Balfour Beatty Workplace,Public administration,885.3965482,England
14246,University College Hospital,529300,182300,University College London Hospitals NHS Foundation Trust,Public administration,872.7953973,England
9084,Airdrie,275100,665300,Monklands Hospital,Public administration,861.2727273,Scotland
8544,University Hospital Aintree,338000,397300,Aintree Hospitals NHS Trust,Public administration,756.03675,England
8795,Brompton Barracks,576400,169000,Ministry of Defence,Public administration,739.9106874,England
8906,Worcestershire Royal and Newtown Hospital,387700,254700,Lend Lease Facilities & Estate Management,Public administration,734,England
8046,Epsom General Hospital,520300,159900,Epsom & St Helier University Hospitals NHS Trust,Public administration,731,England
8491,Bromley Princess Royal Hospital,543300,164940,SSE Generation Ltd,Public administration,720.8223709,England
10891,Addenbrookes Hospital Incinerator,546540,255140,Cambridge University Hospital NHS Trust,Public administration,637.7822856,England
8613,Leicester,458300,303800,De Montfort University Higher Education Corporation,Public administration,634.7589264,England
9020,Livingston,367600,604700,St John's Hospital,Public administration,561.1284545,Scotland
8656,Poole Hospital,401990,91390,Poole Hospital NHS Trust,Public administration,482.1817072,England
9087,Wishaw,278200,655000,Wishaw General Hospital,Public administration,475,Scotland
8869,Goodmayes & King George Hospitals,546620,188740,"Barking, Havering & Redbridge Hospitals NHS Trust",Public administration,298.1176309,England
9085,East Kilbride,260700,654100,Hairmyres Hospital,Public administration,235.2617431,Scotland
9454,Porton Down,420470,136750,DSTL,Public administration,187.5500778,England
8047,St. Helier Hospital,526500,166100,Epsom & St Helier University Hospitals NHS Trust,Public administration,86.44026545,England
8674,Princess of Wales Hospital,291100,181100,Bro Morgannwg NHS Trust,Public administration,739.9876982,Wales
